Build No.,Project Code,Serial No.,Build Letter,Customer,Date,Gbox/Diff,Pass/Fail,Tested by,Mass
1192B-PP11-A,1192B,PP1,A,Pagani,22/12/2016,Gearbox,FAIL,PS,114.4
529V-094-A,529V,094,A,NOVA,23/12/2016,Gearbox,PASS,PS,60.3
1224-003-A,1224,003,A,TMG,23/12/2016,Gearbox,FAIL,ML,61.05
1232B-014-A,1232B,014,A,TMR,28/12/2016,Gearbox,FAIL,PS,56.3
529V-095-A,529V,095,A,NOVA,29/12/2016,Gearbox,FAIL,PS,60.05
1159FA-043-A,1159FA,043,A,Oreca,29/12/2016,Gearbox,PASS,PS,65.4
1159FB-044-A,1159FB,044,A,Riley,29/12/2016,Gearbox,PASS,PS,67.2
1224-001-A,1224,001,A,TMG,05/01/2017,Gearbox,FAIL,PS,61.7
522-017R-G,522,017,G,X-raid,05/01/2017,Diff - Rear,PASS,PS,54.05
522-026F-C,522,026,C,X-raid,06/01/2017,Diff - Front,PASS,PS,53.85
1233A-001-F,1233A,001,F,Mahindra,06/01/2017,Gearbox,PASS,PS,25.9
1192B-PP10-A,1192B,PP1,A,Pagani,09/01/2017,Gearbox,FAIL,PS,114.5
529R-031-A,529R,031,A,Bentley,09/01/2017,Gearbox,PASS,PS,58.05
1232B-015-A,1232B,015,A,TMR,10/01/2017,Gearbox,PASS,PS,56.4
1232B-015-A_2.1L,1232B,015,A,TMR,10/01/2017,Gearbox,PASS,PS,56.4
1232B-015R-A,1232B,015,A,TMR,10/01/2017,Diff,PASS,PS,22.85
1192A-EP2-F,1192A,EP2,F,Pagani,11/01/2017,Gearbox,FAIL,PS,116.95
1059A-005-C,1059A,005,C,Multimatic,13/01/2017,Gearbox,PASS,PS,80.8
1159F-010-C,1159F,010,C,Signature,13/01/2017,Gearbox,PASS,PS,65.1
1159FA-045-A,1159FA,045,A,Oreca,13/01/2017,Gearbox,PASS,RC,65.8
1232B-016-A,1232B,016,A,TMR,13/01/2017,Gearbox,PASS,PS,56.25
1232-016R-A,1232,016,A,TMR,13/01/2017,Diff,PASS,RC,22.8
1232B-017-A,1232B,017,A,TMR,16/01/2017,Gearbox,PASS,PS,56.35
1232B-017R-A,1232B,017,A,TMR,16/01/2017,Diff,PASS,PS,22.8
1152-142-A,1152,142,A,Oreca,16/01/2017,Gearbox,PASS,PS,67.05
1152-139-A,1152,139,A,Oreca,16/01/2017,Gearbox,PASS,PS,67.15
1152-140-A,1152,140,A,Oreca,16/01/2017,Gearbox,FAIL,PS,67.25
1152-141-A,1152,141,A,Oreca,16/01/2017,Gearbox,FAIL,PS,67.15
529Z-001-A,529Z,001,A,BMW,18/01/2017,Gearbox,PASS,PS,59.2
529Z-002-A,529Z,002,A,BMW,18/01/2017,Gearbox,PASS,PS,59.2
1152-145-A,1152,145,A,Oreca,19/01/2017,Gearbox,PASS,RC,67.1
1152-146-A,1152,146,A,Oreca,19/01/2017,Gearbox,PASS,RC,67.15
1152-143-A,1152,143,A,Oreca,19/01/2017,Gearbox,PASS,RC,67.2
1152-144-A,1152,144,A,Oreca,20/01/2017,Gearbox,PASS,PS,66.95
1152-054-B,1152,054,B,Race Performance,20/01/2017,Gearbox,PASS,PS,65.8
529R-032-A,529R,032,A,Bentley,22/01/2017,Gearbox,FAIL,PS,58.25
1529B-240-A,1529B,240,A,Lamborghini,22/01/2017,Gearbox,PASS,RC,63.3
1529B-241-A,1529B,241,A,Lamborghini,22/01/2017,Gearbox,PASS,RC,63.3
1007-004C-F,1007,004,F,Pagani,23/01/2017,Gearbox,FAIL,CRB,108.35
1529B-241-A,1529B,241,A,Lamborghini,23/01/2017,Gearbox,PASS,RC,63.3
1529B-240-A,1529B,240,A,Lamborghini,23/01/2017,Gearbox,PASS,RC,63.3
1529B-243-A,1529B,243,A,Lamborghini,23/01/2017,Gearbox,PASS,CRB,63.3
1529B-242-A,1529B,242,A,Lamborghini,23/01/2017,Gearbox,PASS,CRB,63
1224-004-A,1224,004,A,TMG,23/01/2017,Gearbox,FAIL,PS,61.9
1152D-130-A,1152D,130,A,Ginetta,23/01/2017,Gearbox,PASS,CRB,68.4
1159FA-005-G,1159FA,005,G,Rebellion,23/01/2017,Gearbox,PASS,PS,66.3
1152D-132-A,1152D,132,A,Ginetta,24/01/2017,Gearbox,FAIL,CRB,68.65
1152D-133-A,1152D,133,A,Ginetta,24/01/2017,Gearbox,FAIL,CRB,68.6
1152D-134-A,1152D,134,A,Ginetta,24/01/2017,Gearbox,FAIL,CRB,68.45
1159FC-046-A,1159FC,046,A,Dallara,24/01/2017,Gearbox,PASS,PS,64.8
1159C-019-B,1159C,019,B,Signature,25/01/2017,Gearbox,FAIL,PS,66.55
1232B-019R-A,1232B,019,A,TMR,25/01/2017,Diff,PASS,PS,22.8
1232B-018R-A,1232B,018,A,TMR,25/01/2017,Diff,FAIL,PS,22.75
529V-096-A,529V,096,A,NOVA,25/01/2017,Gearbox,FAIL,CRB,59.85
529V-097-A,529V,097,A,NOVA,25/01/2017,Gearbox,FAIL,CRB,59.85
529V-097-B,529V,097,B,NOVA,25/01/2017,Gearbox,FAIL,CRB,59.85
529V-098-A,529V,098,A,NOVA,25/01/2017,Gearbox,FAIL,CRB,59.8
1232B-018-A,1232B,018,A,TMR,26/01/2017,Gearbox,PASS,PS,56.4
1529-055-B,1529,055,B,Lamborghini,26/01/2017,Gearbox,PASS,RC,62.4
1159FA-048-A,1159FA,048,A,Oreca,27/01/2017,Gearbox,PASS,RC,65.3
1209-055-A,1209,055,A,Michelotto,27/01/2017,Gearbox,PASS,RC,65.1
529V-098-B,529V,098,B,NOVA,27/01/2017,Gearbox,PASS,CRB,60.1
1209-056-B,1209,056,B,Michelotto,27/01/2017,Gearbox,PASS,RC,65.1
1224-005-A,1224,005,A,TMG,27/01/2017,Gearbox,PASS,ML,61.6
1007-065A-B,1007,065,B,Pagani,30/01/2017,Gearbox,PASS,CRB,108.65
529V-099-A,529V,099,A,NOVA,31/01/2017,Gearbox,PASS,PS,59.8
529V-100-A,529V,100,A,NOVA,31/01/2017,Gearbox,PASS,PS,59.9
1152-148-A,1152,148,A,Oreca,31/01/2017,Gearbox,PASS,RC,67.05
1152-149-A,1152,149,A,Oreca,31/01/2017,Gearbox,PASS,RC,67.1
1152-150-A,1152,150,A,Oreca,02/02/2017,Gearbox,PASS,RC,67.25
1152-147-A,1152,147,A,Oreca,02/02/2017,Gearbox,PASS,RC,67.25
1192B-VP9-C,1192B,VP9,C,Pagani,02/02/2017,Gearbox,PASS,RC,114.6
1159FA-049-A,1159FA,049,A,Oreca,03/02/2017,Gearbox,PASS,CRB,65.3
1529-001-E,1529,001,E,Mclaren Gt,03/02/2017,Gearbox,PASS,CRB,56.7
1209-058-A,1209,058,A,Michelotto,06/02/2017,Gearbox,PASS,PS,66.2
1209-057-A,1209,057,A,Michelotto,06/02/2017,Gearbox,PASS,PS,66.1
1529A-248-A,1529A,248,A,Mclaren Gt,06/02/2017,Gearbox,PASS,CRB,55.5
1224-006-A,1224,006,A,TMG,08/02/2017,Gearbox,PASS,CRB,62.5
1046T-006-C,1046T,006,C,Stock,08/02/2017,Gearbox,PASS,CRB,36.45
1232B-019-A,1232B,019,A,TMG,09/02/2017,Gearbox,PASS,PS,56.3
1192A-EP2-G,1192A,EP2,G,Pagani,09/02/2017,Gearbox,FAIL,RC,115.5
1202C-008-A,1202C,008,A,Skoda,10/02/2017,Gearbox,PASS,CRB,57.95
1202C-001R-A,1202C,001,A,Skoda,10/02/2017,Diff,PASS,RC,36.45
1202C-003R-A,1202C,003,A,Skoda,10/02/2017,Diff,PASS,RC,36.45
1202C-002R-A,1202C,002,A,Skoda,10/02/2017,Diff,PASS,CRB,36.45
1192B-VP10-A,1192B,VP1,A,Pagani,10/02/2017,Gearbox,FAIL,PS,114.1
1202C-005R-A,1202C,005,A,Skoda,10/02/2017,Diff,PASS,CRB,36.4
1202C-006R-A,1202C,006,A,Skoda,10/02/2017,Diff,PASS,CRB,36.4
1202C-008R-A,1202C,008,A,Skoda,10/02/2017,Diff,PASS,CRB,36.45
1202C-007R-A,1202C,007,A,Skoda,10/02/2017,Diff,PASS,CRB,36.35
1152-151-A,1152,151,A,Oreca,12/02/2017,Gearbox,PASS,PS,67
1159C-013-D,1159C,013,D,JOTA,12/02/2017,Gearbox,PASS,PS,65.7
1152-152-A,1152,152,A,Oreca,12/02/2017,Gearbox,PASS,PS,67.15
1152-153-A,1152,153,A,Oreca,12/02/2017,Gearbox,PASS,PS,66.95
1152-154-A,1152,154,A,Oreca,12/02/2017,Gearbox,FAIL,PS,67
1202C-001-A,1202C,001,A,Skoda,10/02/2017,Gearbox,FAIL,CRB,58.05
1202C-007-A,1202C,007,A,Skoda,10/02/2017,Gearbox,FAIL,CRB,58.1
1202C-004-A,1202C,004,A,Skoda,10/02/2017,Gearbox,FAIL,RC,58.2
1202C-003-A,1202C,003,A,Skoda,10/02/2017,Gearbox,FAIL,CRB,58.1
1202C-006-A,1202C,006,A,Skoda,10/02/2017,Gearbox,FAIL,RC,57.95
1202C-002-A,1202C,002,A,Skoda,10/02/2017,Gearbox,FAIL,RC,58.2
1202C-005-A,1202C,005,A,Skoda,10/02/2017,Gearbox,FAIL,RC,57.95
1202C-004R-A,1202C,004,A,Skoda,10/02/2017,Diff,FAIL,RC,36.45
529V-101-A,529V,101,A,NOVA,13/02/2017,Gearbox,PASS,PS,59.95
1007-125C-B,1007,125,B,Pagani,13/02/2017,Gearbox,PASS,PS,108.5
1209-059-A,1209,059,A,Michelotto,14/02/2017,Gearbox,PASS,PS,66
1209-060-A,1209,060,A,Michelotto,14/02/2017,Gearbox,PASS,PS,65.85
1529B-244-A,1529B,244,A,Lamborghini,15/02/2017,Gearbox,PASS,PS,63.2
1529B-245-A,1529B,245,A,Lamborghini,15/02/2017,Gearbox,PASS,PS,63.15
1529B-246-A,1529B,246,A,Lamborghini,15/02/2017,Gearbox,PASS,PS,63.1
1529B-247-A,1529B,247,A,Lamborghini,15/02/2017,Gearbox,PASS,PS,63.2
1192B-PM12-A,1192B,PM1,A,Pagani,17/02/2017,Gearbox,FAIL,RC,113.4
1152-014-B,1152,014,B,Us Formula,17/02/2017,Gearbox,PASS,PS,66.95
1202C-009R-A,1202C,009,A,Skoda,20/02/2017,Diff,FAIL,PS,36.35
1202C-010R-A,1202C,010,A,Skoda,20/02/2017,Diff,FAIL,PS,36.4
1202C-011R-A,1202C,011,A,Skoda,20/02/2017,Diff,FAIL,PS,36.4
1202C-012R-A,1202C,012,A,Skoda,20/02/2017,Diff,FAIL,PS,36.5
1232B-021R-A,1232B,021,A,TMR,21/02/2017,Diff,PASS,PS,22.8
1232B-020R-A,1232B,020,A,TMR,21/02/2017,Diff,FAIL,PS,22.8
1224-007-A,1224,007,A,TMG,22/02/2017,Gearbox,PASS,PS,61.65
1152-156-A,1152,156,A,Oreca,23/02/2017,Gearbox,PASS,PS,67.1
1152-155-A,1152,155,A,Oreca,23/02/2017,Gearbox,PASS,PS,67
1529B-249-A,1529B,249,A,Lamborghini,23/02/2017,Gearbox,PASS,PS,62.95
1529B-251-A,1529B,251,A,Lamborghini,23/02/2017,Gearbox,PASS,PS,62.9
1529B-250-A,1529B,250,A,Lamborghini,23/02/2017,Gearbox,PASS,PS,63.1
1046-122-A,1046,122,A,Powermax,24/02/2017,Gearbox,PASS,PS,35.9
1209-062-A,1209,062,A,Michelotto,24/02/2017,Gearbox,PASS,PS,65.9
1046-121-A,1046,121,A,Powermax,24/02/2017,Gearbox,PASS,PS,35.95
1152-158-A,1152,158,A,Oreca,24/02/2017,Gearbox,PASS,PS,67.1
1209-061-A,1209,061,A,Michelotto,24/02/2017,Gearbox,PASS,PS,65.9
1152-157-A,1152,157,A,Oreca,24/02/2017,Gearbox,PASS,PS,67
1202C-011-A,1202C,011,A,Skoda,24/02/2017,Gearbox,PASS,PS,58
1529B-252-A,1529B,252,A,Lamborghini,24/02/2017,Gearbox,PASS,PS,63.05
1202C-009-A,1202C,009,A,Skoda,25/02/2017,Gearbox,FAIL,PS,58.05
1202C-010-A,1202C,010,A,Skoda,24/02/2017,Gearbox,FAIL,PS,58
1202C-012-A,1202C,012,A,Skoda,27/02/2017,Gearbox,FAIL,CRB,58.15
1159FA-050-A,1159FA,050,A,Oreca,27/02/2017,Gearbox,PASS,CRB,65.2
1202C-013R-A,1202C,013,A,Skoda,28/02/2017,Diff,PASS,CRB,36.4
1202C-014R-A,1202C,014,A,Skoda,28/02/2017,Diff,PASS,CRB,36.35
1202C-015R-A,1202C,015,A,Skoda,28/02/2017,Diff,PASS,CRB,36.45
1202C-016R-A,1202C,016,A,Skoda,28/02/2017,Diff,PASS,CRB,36.45
1007-125C-C,1007,125,C,Pagani,28/02/2017,Gearbox,PASS,CRB,108.3
1529A-050-C,1529A,050,C,Mclaren Gt,01/03/2017,Gearbox,FAIL,CRB,59.8
1152-044-C,1152,044,C,Ginetta,02/03/2017,Gearbox,PASS,CRB,66.45
1202C-014-A,1202C,014,A,Skoda,03/03/2017,Gearbox,PASS,CRB,58.25
1202C-015-A,1202C,015,A,Skoda,03/03/2017,Gearbox,PASS,CRB,57.95
1152-161-A,1152,161,A,Oreca,04/03/2017,Gearbox,PASS,PS,67.05
1152-160-A,1152,160,A,Oreca,04/03/2017,Gearbox,PASS,PS,67.1
1152-159-A,1152,159,A,Oreca,05/03/2017,Gearbox,PASS,PS,67.15
1202C-013-A,1202C,013,A,Skoda,03/03/2017,Gearbox,FAIL,CRB,58.1
1202C-016-A,1202C,016,A,Skoda,03/03/2017,Gearbox,FAIL,CRB,58.1
1209-063-A,1209,063,A,Michelotto,06/03/2017,Gearbox,PASS,CRB,66.35
1152-045-B,1152,045,B,Oreca,06/03/2017,Gearbox,PASS,CRB,64.75
1152-162-A,1152,162,A,Oreca,05/03/2017,Gearbox,PASS,PS,67.1
600-065-A,600,065,A,Prodrive,07/03/2017,Gearbox,PASS,PS,69.3
1529B-253-A,1529B,253,A,Lamborghini,07/03/2017,Gearbox,PASS,PS,63.05
1529B-254-A,1529B,254,A,Lamborghini,07/03/2017,Gearbox,PASS,PS,63.15
1209-064-a,1209,064,a,Michelotto,07/03/2017,Gearbox,PASS,CRB,66.15
1192B-PM13-A,1192B,PM1,A,Pagani,07/03/2017,Gearbox,FAIL,AMC,114.1
1529B-255-A,1529B,255,A,Lamborghini,07/03/2017,Gearbox,PASS,PS,63.15
1159FA-006-A,1159FA,006,A,Oreca,07/03/2017,Gearbox,PASS,CRB,65.25
1209-049-B,1209,049,B,Michelotto,08/03/2017,Gearbox,PASS,RC,68.4
1152-062-B,1152,062,B,Oreca,08/03/2017,Gearbox,PASS,CRB,66.8
1159FA-051-A,1159FA,051,A,Oreca,08/03/2017,Gearbox,PASS,RC,65.4
1159FA-052-A,1159FA,052,A,Oreca,08/03/2017,Gearbox,FAIL,RC,65.35
1192B-VP10-B,1192B,VP1,B,Pagani,10/03/2017,Gearbox,FAIL,PS,114.95
1192B-PM14-A,1192B,PM1,A,Pagani,14/03/2017,Gearbox,FAIL,PS,113.9
1529B-258-A,1529B,258,A,Lamborghini,14/03/2017,Gearbox,PASS,CRB,63.1
1529B-259-A,1529B,259,A,Lamborghini,14/03/2017,Gearbox,FAIL,CRB,63.1
1529B-257-A,1529B,257,A,Lamborghini,14/03/2017,Gearbox,FAIL,CRB,63.15
1529B-256-A,1529B,256,A,Lamborghini,14/03/2017,Gearbox,FAIL,CRB,63.1
1209-066-A,1209,066,A,Michelotto,14/03/2017,Gearbox,PASS,PS,66.4
1152-006-C,1152,006,C,Villorba,15/03/2017,Gearbox,PASS,PS,65.8
1209-065-A,1209,065,A,Michelotto,14/03/2017,Gearbox,FAIL,PS,66.35
1159FC-047-A,1159FC,047,A,Dallara,14/03/2017,Gearbox,FAIL,PS,64.8
1152-059-B,1152,059,B,360 Racing,15/03/2017,Gearbox,PASS,PS,65.75
1046-123-A,1046,123,A,CYAN,16/03/2017,Gearbox,PASS,RC,36.15
1159FA-017-D,1159FA,017,D,Manor,20/03/2017,Gearbox,PASS,PS,65.85
1046T-005-B,1046T,005,B,Hyundai,21/03/2017,Gearbox,PASS,CRB,36.5
529U-076-C,529U,076,C,Emil Frey,21/03/2017,Gearbox,PASS,PS,57.05
1046T-006-D,1046T,006,D,Hyundai,21/03/2017,Gearbox,PASS,CRB,36.5
1202C-015R-B,1202C,015,B,Skoda,21/03/2017,Diff,PASS,RC,36.5
1202C-016R-B,1202C,016,B,Skoda,21/03/2017,Diff,PASS,RC,36.5
1202C-014R-B,1202C,014,B,Skoda,21/03/2017,Diff,PASS,RC,36.5
1202C-013R-B,1202C,013,B,Skoda,21/03/2017,Diff,PASS,RC,36.5
1202C-017R-A,1202C,017,A,Skoda,22/03/2017,Diff,PASS,RC,36.45
1202C-018R-A,1202C,018,A,Skoda,22/03/2017,Diff,PASS,RC,36.45
1202C-019R-A,1202C,019,A,Skoda,22/03/2017,Diff,PASS,RC,36.5
1202C-020R-A,1202C,020,A,Skoda,22/03/2017,Diff,PASS,RC,36.45
1232B-022R-B,1232B,022,B,TMR,22/03/2017,Diff,PASS,RC,22.7
1232B-023R-A,1232B,023,A,TMR,22/03/2017,Diff,FAIL,RC,22.85
1232B-021-A,1232B,021,A,TMR,22/03/2017,Gearbox,FAIL,PS,56.25
1232B-020-A,1232B,020,A,TMR,21/03/2017,Gearbox,FAIL,PS,56.3
1152-163-A,1152,163,A,Oreca,22/03/2017,Gearbox,PASS,PS,67.25
1202C-020-A,1202C,020,A,Skoda,22/03/2017,Gearbox,PASS,CRB,58
1202C-019-A,1202C,019,A,Skoda,22/03/2017,Gearbox,FAIL,CRB,58.15
1202C-018-A,1202C,018,A,Skoda,22/03/2017,Gearbox,FAIL,CRB,57.95
1202C-017-A,1202C,017,A,Skoda,22/03/2017,Gearbox,FAIL,CRB,58.2
1209-068-A,1209,068,A,Michelotto,23/03/2017,Gearbox,PASS,CRB,66.35
1152-165-A,1152,165,A,Oreca,23/03/2017,Gearbox,PASS,CRB,67.05
1152-166-A,1152,166,A,Oreca,23/03/2017,Gearbox,PASS,CRB,67.15
1007-056A-B,1007,056,B,Pagani,23/03/2017,Gearbox,PASS,PS,108.2
1224-008-A,1224,008,A,TMG,24/03/2017,Gearbox,PASS,PS,61.3
1529B-260-A,1529B,260,A,Lamborghini,24/03/2017,Gearbox,PASS,CRB,63.1
529Y-104-A,529Y,104,A,Nismo,24/03/2017,Gearbox,PASS,RC,59.85
1529B-261-A,1529B,261,A,Lamborghini,24/03/2017,Gearbox,PASS,CRB,63.05
529Y-105-A,529Y,105,A,Nismo,24/03/2017,Gearbox,PASS,RC,59.9
1529B-262-A,1529B,262,A,Lamborghini,24/03/2017,Gearbox,PASS,CRB,63.1
1529B-263-A,1529B,263,A,Lamborghini,24/03/2017,Gearbox,PASS,CRB,63.1
1159C-013-E,1159C,013,E,JOTA,24/03/2017,Gearbox,FAIL,PS,65.6
1192B-PM15-A,1192B,PM1,A,Pagani,25/03/2017,Gearbox,PASS,PS,113.9
1209-067-A,1209,067,A,Michelotto,23/03/2017,Gearbox,PASS,PS,66.35
1232B-022-A,1232B,022,A,TMR,27/03/2017,Gearbox,FAIL,PS,56.36
1046-125-A,1046,125,A,Motorbase,27/03/2017,Gearbox,PASS,PS,36.1
1152-167-A,1152,167,A,Oreca,24/03/2017,Gearbox,FAIL,CRB,67
1152-168-A,1152,168,A,Oreca,24/03/2017,Gearbox,FAIL,CRB,67.05
1152-169-A,1152,169,A,Oreca,24/03/2017,Gearbox,FAIL,CRB,66.9
1529B-264-A,1529B,264,A,Lamborghini,28/03/2017,Gearbox,PASS,PS,63.1
1046-124-A,1046,124,A,Norlin Racing,28/03/2017,Gearbox,FAIL,PS,35.85
1232B-023-A,1232B,023,A,TMR,29/03/2017,Gearbox,FAIL,RC,56.25
1529B-266-A,1529B,266,A,Lamborghini,29/03/2017,Gearbox,PASS,RC,63.3
1529B-265-A,1529B,265,A,Lamborghini,29/03/2017,Gearbox,PASS,RC,63.35
1529B-267-A,1529B,267,A,Lamborghini,29/03/2017,Gearbox,PASS,RC,63.1
1529B-268-A,1529B,268,A,Lamborghini,29/03/2017,Gearbox,FAIL,RC,63.2
529U-075-C,529U,075,C,Emil Frey,30/03/2017,Gearbox,PASS,RC,57.7
529V-102-A,529V,102,A,Emil Frey,30/03/2017,Gearbox,PASS,RC,59.95
529V-103-A,529V,103,A,Emil Frey,30/03/2017,Gearbox,PASS,RC,60.05
1224-008-A,1224,008,A,TMG,30/03/2017,Gearbox,PASS,RC,61.5
1209-069-A-2.25L-PP,1209,069,A,Michelotto,31/03/2017,Gearbox,PASS,RC,66.3
1209-070-A,1209,070,A,TMG,31/03/2017,Gearbox,PASS,RC,61.6
1209-069-A,1209,069,A,Michelotto,31/03/2017,Gearbox,FAIL,RC,66.3
1152-170-A,1152,170,A,Oreca,31/03/2017,Gearbox,FAIL,CRB,67.1
1152-171-A,1152,171,A,Oreca,31/03/2017,Gearbox,FAIL,CRB,67.05
1152-172-A,1152,172,A,Oreca,31/03/2017,Gearbox,FAIL,CRB,67.15
1152-173-A,1152,173,A,Oreca,31/03/2017,Gearbox,FAIL,CRB,67.2
1224-009-A,1224,009,A,TMG,31/03/2017,Gearbox,PASS,ML,61.6
1046-125-A,1046,125,A,Dynamics,31/03/2017,Gearbox,PASS,CRB,35.95
1046T-007-A,1046T,007,A,Hyundai,03/04/2017,Gearbox,PASS,PS,36.95
1202C-021-A,1202C,021,A,Skoda,31/03/2017,Gearbox,PASS,RC,58.2
1202C-022-A,1202C,022,A,Skoda,31/03/2017,Gearbox,PASS,CRB,58.05
1046T-009-A,1046T,009,A,Hyundai,03/04/2017,Gearbox,PASS,PS,37
1046T-008-A,1046T,008,A,Hyundai,03/04/2017,Gearbox,PASS,PS,37
1202C-023-A,1202C,023,A,Skoda,03/04/2017,Gearbox,PASS,CRB,58.2
1202C-024-A,1202C,024,A,Skoda,03/04/2017,Gearbox,FAIL,CRB,58.1
1046T-009-B,1046T,009,B,Hyundai,04/04/2017,Gearbox,PASS,CRB,37
1046T-008-B,1046T,008,B,Hyundai,04/04/2017,Gearbox,PASS,CRB,37
1192B-PP11-B,1192B,PP1,B,Pagani,04/04/2017,Gearbox,FAIL,PS,114.3
1046T-007-B,1046T,007,B,Hyundai,04/04/2017,Gearbox,FAIL,CRB,36.95
1202C-021R-A,1202C,021,A,Skoda,05/04/2017,Diff,PASS,RC,36.35
1202C-022R-A,1202C,022,A,Skoda,05/04/2017,Diff,PASS,RC,36.55
1202C-023R-A,1202C,023,A,Skoda,05/04/2017,Diff,PASS,RC,36.55
1202C-024R-A,1202C,024,A,Skoda,05/04/2017,Diff,PASS,RC,36.55
223E-041-B,223E,041,B,BMW,05/04/2017,Gearbox,PASS,PS,37.8
1192B-VP9-D,1192B,VP9,D,Pagani,05/04/2017,Gearbox,FAIL,PS,117.45
1529B-269-A,1529B,269,A,Lamborghini,06/04/2017,Gearbox,PASS,RC,63.15
1529B-270-A,1529B,270,A,Lamborghini,06/04/2017,Gearbox,PASS,CRB,63.15
1192B-PP11-C,1192B,PP1,C,Pagani,06/04/2017,Gearbox,PASS,PS,114.6
1232B-024R-A,1232B,024,A,TMR,06/04/2017,Diff,PASS,RC,22.75
1232B-025R-A,1232B,025,A,TMR,06/04/2017,Diff,PASS,RC,22.8
1529B-272-A,1529B,272,A,Lamborghini,06/04/2017,Gearbox,PASS,CRB,63.15
1529A-020-C,1529A,020,C,Mclaren Gt,06/04/2017,Gearbox,PASS,RC,58.5
1159D-022-B,1159D,022,B,By-kolless,06/04/2017,Gearbox,FAIL,RC,65.95
1046-128-A,1046,128,A,Stard Tcr,07/04/2017,Gearbox,PASS,RC,36.5
1046-127-A,1046,127,A,Stard Tcr,07/04/2017,Gearbox,FAIL,RC,36.4
1529B-271-A,1529B,271,A,Lamborghini,07/04/2017,Gearbox,PASS,RC,63.2
1224-010-A,1224,010,A,TMG,10/04/2017,Gearbox,PASS,PS,61.55
1159FA-053-A,1159FA,053,A,Oreca,10/04/2017,Gearbox,PASS,RC,66.15
1192B-PM16-A,1192B,PM1,A,Pagani,11/04/2017,Gearbox,PASS,PS,114.2
1232B-024-A,1232B,024,A,TMR,11/04/2017,Gearbox,FAIL,RC,56.4
1159FA-014-E,1159FA,014,E,Oreca,12/04/2017,Gearbox,PASS,CRB,66.7
1224-011-A,1224,011,A,TMG,13/04/2017,Gearbox,PASS,PS,62.6
1529B-273-A,1529B,273,A,Lamborghini,13/04/2017,Gearbox,PASS,RC,63.2
1529B-274-A,1529B,274,A,Lamborghini,13/04/2017,Gearbox,PASS,RC,63.2
1529B-275-A,1529B,275,A,Lamborghini,13/04/2017,Gearbox,PASS,CRB,63.15
1529B-276-A,1529B,276,A,Lamborghini,13/04/2017,Gearbox,PASS,CRB,63.15
1209-071-A,1209,071,A,Michelotto,13/04/2017,Gearbox,PASS,CRB,65.5
1209-072-A,1209,072,A,Michelotto,13/04/2017,Gearbox,PASS,CRB,66.2
1152-164-A,1152,164,A,Oreca,22/03/2017,Gearbox,FAIL,PS,67.1
1159FA-020-C,1159FA,020,C,TDS,19/04/2017,Gearbox,FAIL,PS,66.8
1159FA-055-A,1159FA,055,A,Oreca,19/04/2017,Gearbox,PASS,PS,65.45
1159FA-055-A,1159FA,055,A,Oreca,21/04/2017,Gearbox,PASS,CRB,65.45
1209-073-A,1209,073,A,Michelotto,21/04/2017,Gearbox,PASS,RC,66.35
1232B-025-A,1232B,025,A,TMR,21/04/2017,Gearbox,FAIL,PS,56.4
1209-074-A,1209,074,A,Michelotto,21/04/2017,Gearbox,PASS,PS,66.3
1192B-VP9-E,1192B,VP9,E,Pagani,21/04/2017,Gearbox,PASS,PS,115.25
1152-174-A,1152,174,A,Oreca,24/04/2017,Gearbox,PASS,CRB,67.3
1152-177-A,1152,177,A,Oreca,24/04/2017,Gearbox,PASS,CRB,67.1
1152-175-A,1152,175,A,Oreca,24/04/2017,Gearbox,PASS,CRB,66.9
1152-176-A,1152,176,A,Oreca,24/04/2017,Gearbox,PASS,CRB,65.8
1192B-VP9-F,1192B,VP9,F,Pagani,25/04/2017,Gearbox,PASS,PS,115.25
1232B-026R-A,1232B,026,A,TMG,26/04/2017,Diff,PASS,CRB,22.85
1232B-027R-A,1232B,027,A,TMG,26/04/2017,Diff,PASS,CRB,22.9
1192B-PM17-A,1192B,PM1,A,Pagani,27/04/2017,Gearbox,PASS,CRB,114.05
1152-163-A,1152,163,A,Ginetta,27/04/2017,Gearbox,PASS,RC,69.15
1152-162-A,1152,162,A,Ginetta,27/04/2017,Gearbox,PASS,RC,69.15
1227B-001-A,1227B,001,A,Mclaren,27/04/2017,Gearbox,Pass,AMC,44.4
1159FA-056-A,1159FA,056,A,Oreca Gibson,28/04/2017,Gearbox,PASS,RC,65.3
1224-012-A - LEAKING TANK,1224,012,A,TMG,28/04/2017,Gearbox,PASS,RC,62.55
1202C-027-A,1202C,027,A,Skoda,28/04/2017,Gearbox,PASS,RC,58.1
1202C-028-A,1202C,028,A,Skoda,28/04/2017,Gearbox,PASS,RC,58.05
1202C-025R-A,1202C,025,A,Skoda,28/04/2017,Diff,PASS,CRB,36.45
1202C-027R-A,1202C,027,A,Skoda,28/04/2017,Diff,PASS,RC,36.4
1202C-026R-A,1202C,026,A,Skoda,28/04/2017,Diff,PASS,CRB,36.5
1202C-025-A,1202C,025,A,Skoda,28/04/2017,Gearbox,PASS,RC,58.05
1202C-028R-A,1202C,028,A,Skoda,28/04/2017,Diff,PASS,RC,36.4
1202C-026-A,1202C,026,A,Skoda,28/04/2017,Gearbox,PASS,RC,58.1
529V-106-A,529V,106,A,NOVA,28/04/2017,Gearbox,FAIL,RC,60.55
